"ClientAddress";"ClientID";"ClientName";"ClientStatus";"DayOfBirth";"Gender"
город Москва, 3-й Кожуховский проезд, дом 3А;13FBB;Дмитриев Лев Михайлович;Серебряный;1975-03-10;Мужчина
город Москва, 3-й Колобовский переулок, дом 8, строение 1;3y8Uy;Дроздов Олег Валерьевич;Золотой;1994-04-04;Мужчина
город Москва, 3-й Лихачёвский переулок, дом 2Б, строение 3;5mEeK;Игнатьева Ольга Викторовна;Золотой;1976-03-31;Женщина
город Москва, 3-й Лихачёвский переулок, дом 2Б, строение 3;aTu9H;Мишланова Нина Константиновна;Серебряный;1972-01-31;Женщина
город Москва, 3-й Люсиновский переулок, дом 7/11, строение 1;gpDg7;Ильтимиров Анатолий Архипович;Базовый;1988-02-10;Мужчина
город Москва, 3-й Михалковский переулок, дом 15А;c3Xi3;Шагимуратов Константин Нилович;Золотой;1992-03-04;Мужчина
город Москва, 3-й Михалковский переулок, дом 22;NtyhP;Корнилов Дмитрий Юрьевич;Серебряный;1994-11-18;Мужчина
город Москва, 3-й Новомихалковский проезд, дом 16А;OoUgi;Попов Василий Николаевич;Базовый;1971-10-17;Мужчина
город Москва, 3-й Павловский переулок, дом 10;2nWgw;Лугинов Афанасий Иванович;Базовый;1994-07-20;Мужчина
город Москва, 3-й Павловский переулок, дом 10;4qA7G;Молдованова Вера Михайловна;Базовый;1985-08-04;Женщина
город Москва, 3-й Павловский переулок, дом 10;8KrLY;Шевцов Кирилл Александрович;Базовый;1982-03-26;Мужчина
город Москва, 3-й Павловский переулок, дом 10;mVAGJ;Урдаев Анатолий Юрьевич;Базовый;1988-01-09;Мужчина
город Москва, 3-й Павловский переулок, дом 10;zqXQf;Блинова Анастасия Николаевна;Базовый;1983-02-21;Женщина
город Москва, 3-й Самотёчный переулок, дом 14, строение 4;1wXaX;Данилов Юрий Сергеевич;Базовый;1973-08-21;Мужчина
город Москва, 3-й Самотёчный переулок, дом 14, строение 4;9dB97;Ширковец Ольга Валериановна;Базовый;1995-09-26;Женщина
город Москва, 3-й Сетуньский проезд, дом 13;KAgdH;Филичкин Сергей Владимирович;Базовый;1988-11-22;Мужчина
город Москва, 3-й Сетуньский проезд, дом 13;LDTsL;Баранкевич Анатолий Константинович;Базовый;1987-01-10;Мужчина
город Москва, 3-й Сетуньский проезд, дом 13;Zdet2;Кадыров Ислам Вахаевич;Базовый;1993-10-18;Мужчина
город Москва, 3-й Сетуньский проезд, дом 16;2txpw;Тарасов Александр Александрович;Базовый;1979-04-20;Мужчина
город Москва, 3-й Сетуньский проезд, дом 16;DqCCE;Веснина Елена Викторовна;Базовый;1981-10-21;Женщина
город Москва, 3-й Сетуньский проезд, дом 16;GuLAX;Хованский Игорь Евгеньевич;Базовый;1991-07-29;Мужчина
город Москва, 3-й Сетуньский проезд, дом 16;NR0CI;Ульянова Валентина Петровна;Базовый;1970-01-01;Женщина
город Москва, 3-й Сетуньский проезд, дом 16;Xu72V;Чуприна Анатолий Николаевич;Золотой;1989-03-23;Мужчина
город Москва, 3-й Стрелецкий проезд, дом 3;KAYwo;Музыкаев Аднан Абдулаевич;Базовый;1975-01-09;Мужчина
город Москва, 3-й квартал Капотня, дом 27;KxyN0;Шубина Людмила Николаевна;Базовый;1988-10-27;Женщина
город Москва, 3-й проезд Перова Поля, дом 3;KUqAh;Султанов Фуад Фейзрахманович;Серебряный;1984-02-15;Мужчина
город Москва, 3-й проезд Перова Поля, дом 3;XpVDz;Шамакин Евгений Александрович;Базовый;1982-09-20;Мужчина
город Москва, 3-я Владимирская улица, дом 14;fc1Xh;Мякинькова Елена Александровна;Базовый;1975-12-11;Женщина
город Москва, 3-я Владимирская улица, дом 24;2qzxt;Щербин Виктор Иванович;Базовый;1978-01-28;Мужчина
